ts_code,name,market,list_date,m_fee,c_fee,issue_amount,benchmark,invest_type,industry,cleaned_benchmark_name,benchmark_code
021295.OF,鹏华中证港股通科技联接C,O,,0.45,0.1,0.0037,中证港股通科技指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
021294.OF,鹏华中证港股通科技联接A,O,,0.45,0.1,0.1013,中证港股通科技指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
021608.OF,南方上证科创板芯片联接C,O,,0.5,0.1,0.0016,上证科创板芯片指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
021607.OF,南方上证科创板芯片联接A,O,,0.5,0.1,0.1012,上证科创板芯片指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
021421.OF,广发国证信创联接C,O,,0.5,0.1,0.0007,国证信息技术创新主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,国证信息技术创新主题指数,
021420.OF,广发国证信创联接A,O,,0.5,0.1,0.1005,国证信息技术创新主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,国证信息技术创新主题指数,
021602.OF,汇添富中证信息技术应用创新产业联接A,O,,0.5,0.1,0.1002,中证信息技术应用创新产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
021603.OF,汇添富中证信息技术应用创新产业联接C,O,,0.5,0.1,0.0014,中证信息技术应用创新产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
021682.OF,华泰柏瑞创业板科技联接A,O,,0.5,0.1,0.1,创业板科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,创业板科技指数,
021683.OF,华泰柏瑞创业板科技联接C,O,,0.5,0.1,0.0,创业板科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,创业板科技指数,
020458.OF,平安医药精选A,O,,1.2,0.2,0.4843,中证医药卫生指数收益率*85%+中债综合指数收益率*10%+中证港股通医药卫生综合指数收益率*5%,股票型,医疗,中证医药卫生指数,
020459.OF,平安医药精选C,O,,1.2,0.2,1.7303,中证医药卫生指数收益率*85%+中债综合指数收益率*10%+中证港股通医药卫生综合指数收益率*5%,股票型,医疗,中证医药卫生指数,
021681.OF,国泰中证医疗ETF联接E,O,,0.5,0.1,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证医疗指数,
021382.OF,博时科技驱动A,O,,1.2,0.2,1.1212,中证TMT产业主题指数收益率*60%+中证港股通综合指数(CNY)收益率*25%+中债综合财富(总值)指数收益率*15%,混合型,科技,中证TMT产业主题指数,
021465.OF,海富通中证港股通科技联接C,O,,0.5,0.1,0.0619,中证港股通科技指数(经估值汇率调整)收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
021464.OF,海富通中证港股通科技联接A,O,,0.5,0.1,0.1021,中证港股通科技指数(经估值汇率调整)收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
021383.OF,博时科技驱动C,O,,1.2,0.2,0.9593,中证TMT产业主题指数收益率*60%+中证港股通综合指数(CNY)收益率*25%+中债综合财富(总值)指数收益率*15%,混合型,科技,中证TMT产业主题指数,
021474.OF,华安上证科创板新一代信息技术联接A,O,,0.15,0.05,0.1001,上证科创板新一代信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板新一代信息技术指数,
021475.OF,华安上证科创板新一代信息技术联接C,O,,0.15,0.05,0.0021,上证科创板新一代信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板新一代信息技术指数,
021366.OF,华夏中证全指可选消费联接C,O,,0.5,0.1,0.0043,中证全指可选消费指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,消费,中证全指可选消费指数,
021605.OF,富国消费精选30C,O,,1.2,0.2,,中证消费服务领先指数收益率*65%+中证港股通大消费主题指数收益率*20%+中债综合全价指数收益率*15%,股票型,消费,中证消费服务领先指数,
021365.OF,华夏中证全指可选消费联接A,O,,0.5,0.1,0.1064,中证全指可选消费指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,消费,中证全指可选消费指数,
020630.OF,汇添富中证芯片产业联接A,O,,0.15,0.05,0.1094,中证芯片产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
021532.OF,天弘中证半导体材料设备主题指数A,O,,0.4,0.1,0.0515,中证半导体材料设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证半导体材料设备主题指数,
021533.OF,天弘中证半导体材料设备主题指数C,O,,0.4,0.1,0.0504,中证半导体材料设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证半导体材料设备主题指数,
021314.OF,博时中证信息技术应用创新产业指数A,O,,0.5,0.1,0.1004,中证信息技术应用创新产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
021027.OF,太平医疗创新A,O,,1.2,0.2,0.1141,中证医药卫生指数收益率*65%+中债综合指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,混合型,医疗,中证医药卫生指数,
021028.OF,太平医疗创新C,O,,1.2,0.2,0.0131,中证医药卫生指数收益率*65%+中债综合指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,混合型,医疗,中证医药卫生指数,
021315.OF,博时中证信息技术应用创新产业指数C,O,,0.5,0.1,0.0005,中证信息技术应用创新产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
020631.OF,汇添富中证芯片产业联接C,O,,0.15,0.05,0.1029,中证芯片产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
021488.OF,长盛养老健康产业C,O,,1.2,0.2,,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,医疗,沪深300指数,000300.SH
021542.OF,国投瑞银信息消费C,O,,1.2,0.2,,沪深300指数收益率*60%+中债综合指数收益率*40%,灵活配置型,消费,沪深300指数,000300.SH
021060.OF,嘉实上证科创板生物医药联接A,O,,0.5,0.1,0.1006,上证科创板生物医药指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,上证科创板生物医药指数,
021061.OF,嘉实上证科创板生物医药联接C,O,,0.5,0.1,0.0027,上证科创板生物医药指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,上证科创板生物医药指数,
019933.OF,工银国证港股通科技联接A,O,,0.45,0.07,0.1237,国证港股通科技指数收益率(经汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,国证港股通科技指数(经汇率调整),
021309.OF,鹏华创新医药C,O,,1.2,0.2,1.6068,中证医药卫生指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,医疗,中证医药卫生指数,
021308.OF,鹏华创新医药A,O,,1.2,0.2,1.9578,中证医药卫生指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,医疗,中证医药卫生指数,
019934.OF,工银国证港股通科技联接C,O,,0.45,0.07,0.0112,国证港股通科技指数收益率(经汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,国证港股通科技指数(经汇率调整),
021546.OF,国投瑞银创新医疗C,O,,1.2,0.2,,中证医药卫生指数收益率*60%+中证港股通医药卫生综合指数(人民币)收益率*20%+中债综合全价(总值)指数收益率*20%,灵活配置型,医疗,中证医药卫生指数,
020854.OF,大成中证芯片产业指数C,O,,0.5,0.1,0.0392,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
020853.OF,大成中证芯片产业指数A,O,,0.5,0.1,0.1632,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
021451.OF,富国医疗产业C,O,,1.2,0.2,0.0008,中证医药卫生指数收益率*65%+中债综合全价指数收益率*20%+恒生医疗保健指数收益率(使用估值汇率折算)*15%,混合型,医疗,中证医药卫生指数,
020988.OF,南方恒生科技指数A,O,,0.2,0.05,0.1616,经汇率调整后的恒生科技指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,经汇率调整后的恒生科技指数,
021450.OF,富国医疗产业A,O,,1.2,0.2,0.105,中证医药卫生指数收益率*65%+中债综合全价指数收益率*20%+恒生医疗保健指数收益率(使用估值汇率折算)*15%,混合型,医疗,中证医药卫生指数,
020989.OF,南方恒生科技指数C,O,,0.2,0.05,0.5162,经汇率调整后的恒生科技指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,经汇率调整后的恒生科技指数,
020704.OF,南方中证通信服务联接A,O,,0.5,0.1,0.3399,中证通信服务指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信服务指数,
020705.OF,南方中证通信服务联接C,O,,0.5,0.1,0.9893,中证通信服务指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信服务指数,
020477.OF,泰康半导体量化选股C,O,,1.0,0.1,0.0426,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率*5%+银行活期存款利率(税后)*5%,股票型,科技,中证全指半导体产品与设备指数,
020691.OF,博时中证全指通信设备指数A,O,,0.4,0.05,0.1003,中证全指通信设备指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指通信设备指数,
020476.OF,泰康半导体量化选股A,O,,1.0,0.1,0.4095,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率*5%+银行活期存款利率(税后)*5%,股票型,科技,中证全指半导体产品与设备指数,
020692.OF,博时中证全指通信设备指数C,O,,0.4,0.05,0.0001,中证全指通信设备指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指通信设备指数,
021251.OF,华夏中证全指医疗器械联接C,O,,0.5,0.1,0.0011,中证全指医疗器械指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
020553.OF,南方半导体产业A,O,,1.2,0.2,0.1404,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+上证国债指数收益率*15%,股票型,科技,中证全指半导体产品与设备指数,
021250.OF,华夏中证全指医疗器械联接A,O,,0.5,0.1,0.107,中证全指医疗器械指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
020554.OF,南方半导体产业C,O,,1.2,0.2,0.0797,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+上证国债指数收益率*15%,股票型,科技,中证全指半导体产品与设备指数,
021281.OF,富国国证疫苗与生物科技联接C,O,,0.5,0.1,0.0,国证疫苗与生物科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
021280.OF,富国国证疫苗与生物科技联接A,O,,0.5,0.1,0.1001,国证疫苗与生物科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
020984.OF,博时国证消费电子主题指数C,O,,0.2,0.08,0.001,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,国证消费电子主题指数,
020983.OF,博时国证消费电子主题指数A,O,,0.2,0.08,0.1027,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,国证消费电子主题指数,
021034.OF,易方达国证新能源电池联接C,O,,0.5,0.1,0.1343,国证新能源电池指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证新能源电池指数,
021033.OF,易方达国证新能源电池联接A,O,,0.5,0.1,0.1449,国证新能源电池指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证新能源电池指数,
021344.OF,东财中证芯片产业联接E,O,,0.5,0.05,,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证芯片产业指数,
021053.OF,南方恒生生物科技联接I,O,,0.5,0.15,,经估值汇率调整后的恒生生物科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,经估值汇率调整后的恒生生物科技指数,
021031.OF,汇添富国证港股通创新药联接C,O,,0.5,0.1,0.0565,国证港股通创新药指数收益率(经估值汇率调整后)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,国证港股通创新药指数(经估值汇率调整后),
021030.OF,汇添富国证港股通创新药联接A,O,,0.5,0.1,0.1192,国证港股通创新药指数收益率(经估值汇率调整后)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,国证港股通创新药指数(经估值汇率调整后),
021097.OF,南方中证创新药产业联接A,O,,0.15,0.05,0.1162,中证创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证创新药产业指数,
021098.OF,南方中证创新药产业联接C,O,,0.15,0.05,0.0039,中证创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证创新药产业指数,
020900.OF,天弘中证全指通信设备指数C,O,,0.45,0.05,0.0503,中证全指通信设备指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指通信设备指数,
